"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand ID","Ligand Name","Ligand Type","Ligand Species","Ligand UniProt ID","Ligand Ensembl Gene ID","Ligand Subunit ID","Ligand Subunit Name","Ligand Subunit UniProt ID","Ligand Subunit Ensembl ID","Target ID","Target Name","Target Species","Target UniProt ID","Target Ensembl Gene ID","Target Subunit ID","Target Subunit Name","Target Subunit UniProt ID","Target Subunit Ensembl ID","Rank Potency","Rank Potency Refs (PMIDs)","List Comment","Interaction Species","Interaction Parameter","Interaction Value","Interaction PubMed IDs"
"573","C5a","Peptide","Human","P01031","ENSG00000106804","","","","","32","C5a<sub>1</sub> receptor","Human","P21730","ENSG00000197405","","","","","C5a, C5a des-Arg > C3a","8898085|","C5a anaphylatoxin has a higher potency than C3a anaphylatoxin","Human","pEC50","8.0 - 9.0","10602324|9881961"
"574","C5a des-Arg","Peptide","Human","","ENSG00000106804","","","","","32","C5a<sub>1</sub> receptor","Human","P21730","ENSG00000197405","","","","","C5a, C5a des-Arg > C3a","8898085|","C5a anaphylatoxin has a higher potency than C3a anaphylatoxin","Human","pIC50","6.2 - 6.4","11773063"
"3576","C5a","Peptide","Mouse","","ENSMUSG00000026874","","","","","32","C5a<sub>1</sub> receptor","Mouse","P30993","ENSMUSG00000049130","","","","","C5a, C5a des-Arg > C3a","8898085|","C5a anaphylatoxin has a higher potency than C3a anaphylatoxin",,,"-",""
"3577","C5a","Peptide","Rat","P08650","ENSRNOG00000018899","","","","","32","C5a<sub>1</sub> receptor","Rat","P97520","ENSRNOG00000047800","","","","","C5a, C5a des-Arg > C3a","8898085|","C5a anaphylatoxin has a higher potency than C3a anaphylatoxin",,,"-",""
"3640","C3a","Peptide","Human","P01024","ENSG00000125730","","","","","32","C5a<sub>1</sub> receptor","Human","P21730","ENSG00000197405","","","","","C5a, C5a des-Arg > C3a","8898085|","C5a anaphylatoxin has a higher potency than C3a anaphylatoxin",,,"-",""
"3641","C3a","Peptide","Mouse","P01027","ENSMUSG00000024164","","","","","32","C5a<sub>1</sub> receptor","Mouse","P30993","ENSMUSG00000049130","","","","","C5a, C5a des-Arg > C3a","8898085|","C5a anaphylatoxin has a higher potency than C3a anaphylatoxin",,,"-",""
"3642","C3a","Peptide","Rat","","ENSRNOG00000046834","","","","","32","C5a<sub>1</sub> receptor","Rat","P97520","ENSRNOG00000047800","","","","","C5a, C5a des-Arg > C3a","8898085|","C5a anaphylatoxin has a higher potency than C3a anaphylatoxin",,,"-",""
"3728","ribosomal protein S19","Peptide","Human","P39019","ENSG00000105372","","","","","32","C5a<sub>1</sub> receptor","Human","P21730","ENSG00000197405","","","","","C5a, C5a des-Arg > C3a","8898085|","C5a anaphylatoxin has a higher potency than C3a anaphylatoxin","Human","-","-","11107061"
"573","C5a","Peptide","Human","P01031","ENSG00000106804","","","","","33","C5a<sub>2</sub> receptor","Human","Q9P296","ENSG00000134830","","","","","","","","Human","pIC50","8.0 - 8.6","11773063|12899627"
"573","C5a","Peptide","Human","P01031","ENSG00000106804","","","","","33","C5a<sub>2</sub> receptor","Human","Q9P296","ENSG00000134830","","","","","","","","Human","pEC50","8.9","11773063"
"574","C5a des-Arg","Peptide","Human","","ENSG00000106804","","","","","33","C5a<sub>2</sub> receptor","Human","Q9P296","ENSG00000134830","","","","","","","","Human","pIC50","7.4 - 7.9","11773063|12899627"
"574","C5a des-Arg","Peptide","Human","","ENSG00000106804","","","","","33","C5a<sub>2</sub> receptor","Human","Q9P296","ENSG00000134830","","","","","","","","Human","pEC50","8.6",""
"585","angiotensin III","Peptide","Human","P01019","ENSG00000135744","","","","","34","AT<sub>1</sub> receptor","Human","P30556","ENSG00000144891","","","","","","","","Human","pIC50","8.4 - 8.5","0"
"585","angiotensin III","Peptide","Mouse","P11859","","","","","","34","AT<sub>1</sub> receptor","Mouse","P29755|P29754","ENSMUSG00000054988|ENSMUSG00000049115","","","","","","","",,,"-",""
"585","angiotensin III","Peptide","Rat","P01015","ENSRNOG00000018445","","","","","34","AT<sub>1</sub> receptor","Rat","P29089|P25095","ENSRNOG00000010640|ENSRNOG00000018346","","","","","","","",,,"-",""
"2504","angiotensin II","Peptide","Human","P01019","ENSG00000135744","","","","","34","AT<sub>1</sub> receptor","Human","P30556","ENSG00000144891","","","","","","","","Human","pIC50","9.0 - 9.3","0|10193788"
"2504","angiotensin II","Peptide","Mouse","P11859","","","","","","34","AT<sub>1</sub> receptor","Mouse","P29755|P29754","ENSMUSG00000054988|ENSMUSG00000049115","","","","","","","",,,"-",""
"2504","angiotensin II","Peptide","Rat","P01015","ENSRNOG00000018445","","","","","34","AT<sub>1</sub> receptor","Rat","P29089|P25095","ENSRNOG00000010640|ENSRNOG00000018346","","","","","","","",,,"-",""
"5368","angiotensin IV","Peptide","Human","P01019","ENSG00000135744","","","","","34","AT<sub>1</sub> receptor","Human","P30556","ENSG00000144891","","","","","","","","Human","pEC50","5.9","12006574"
"5368","angiotensin IV","Peptide","Mouse","P11859","ENSMUSG00000031980","","","","","34","AT<sub>1</sub> receptor","Mouse","P29755|P29754","ENSMUSG00000054988|ENSMUSG00000049115","","","","","","","",,,"-",""
"5368","angiotensin IV","Peptide","Rat","P01015","ENSRNOG00000018445","","","","","34","AT<sub>1</sub> receptor","Rat","P29089|P25095","ENSRNOG00000010640|ENSRNOG00000018346","","","","","","","",,,"-",""
"6894","angiotensin A","Peptide","Human","P01019","ENSG00000135744","","","","","34","AT<sub>1</sub> receptor","Human","P30556","ENSG00000144891","","","","","","","","Human","pKi","8.8","21464395"
"6894","angiotensin A","Peptide","Human","P01019","ENSG00000135744","","","","","34","AT<sub>1</sub> receptor","Human","P30556","ENSG00000144891","","","","","","","","Human","pEC50","8.2","21464395"
"582","angiotensin-(1-7)","Peptide","Human","P01019","ENSG00000135744","","","","","35","AT<sub>2</sub> receptor","Human","P50052","ENSG00000180772","","","","","","","","Human","pIC50","6.6","21542804"
"582","angiotensin-(1-7)","Peptide","Mouse","P11859","","","","","","35","AT<sub>2</sub> receptor","Mouse","P35374","ENSMUSG00000068122","","","","","","","",,,"-",""
"582","angiotensin-(1-7)","Peptide","Rat","P01015","ENSRNOG00000018445","","","","","35","AT<sub>2</sub> receptor","Rat","P35351","ENSRNOG00000050006","","","","","","","",,,"-",""
"585","angiotensin III","Peptide","Human","P01019","ENSG00000135744","","","","","35","AT<sub>2</sub> receptor","Human","P50052","ENSG00000180772","","","","","","","","Human","pKd","10.4","8242249|0|2775266"
"585","angiotensin III","Peptide","Mouse","P11859","","","","","","35","AT<sub>2</sub> receptor","Mouse","P35374","ENSMUSG00000068122","","","","","","","",,,"-",""
"585","angiotensin III","Peptide","Rat","P01015","ENSRNOG00000018445","","","","","35","AT<sub>2</sub> receptor","Rat","P35351","ENSRNOG00000050006","","","","","","","",,,"-",""
"2504","angiotensin II","Peptide","Human","P01019","ENSG00000135744","","","","","35","AT<sub>2</sub> receptor","Human","P50052","ENSG00000180772","","","","","","","","Human","pKd","10.2","0|2775266|7850406"
"2504","angiotensin II","Peptide","Mouse","P11859","","","","","","35","AT<sub>2</sub> receptor","Mouse","P35374","ENSMUSG00000068122","","","","","","","",,,"-",""
"2504","angiotensin II","Peptide","Rat","P01015","ENSRNOG00000018445","","","","","35","AT<sub>2</sub> receptor","Rat","P35351","ENSRNOG00000050006","","","","","","","",,,"-",""
"599","[Pyr<sup>1</sup>]apelin-13","Peptide","Human","Q9ULZ1","ENSG00000171388","","","","","36","apelin receptor","Human","P35414","ENSG00000134817","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","","Human","pIC50","7.0 - 8.8","11336787|12603839"
"599","[Pyr<sup>1</sup>]apelin-13","Peptide","Mouse","Q9R0R4","ENSMUSG00000037010","","","","","36","apelin receptor","Mouse","Q9WV08","ENSMUSG00000044338","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","",,,"-",""
"599","[Pyr<sup>1</sup>]apelin-13","Peptide","Rat","Q9R0R3","ENSRNOG00000003984","","","","","36","apelin receptor","Rat","Q9JHG3","ENSRNOG00000009227","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","",,,"-",""
"605","apelin-13","Peptide","Human","Q9ULZ1","ENSG00000171388","","","","","36","apelin receptor","Human","P35414","ENSG00000134817","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","","Human","pIC50","8.8 - 9.5","10777510|12603839|12939143"
"605","apelin-13","Peptide","Mouse","Q9R0R4","ENSMUSG00000037010","","","","","36","apelin receptor","Mouse","Q9WV08","ENSMUSG00000044338","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","",,,"-",""
"605","apelin-13","Peptide","Rat","Q9R0R3","ENSRNOG00000003984","","","","","36","apelin receptor","Rat","Q9JHG3","ENSRNOG00000009227","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","",,,"-",""
"606","apelin-36","Peptide","Human","Q9ULZ1","ENSG00000171388","","","","","36","apelin receptor","Human","P35414","ENSG00000134817","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","","Human","pIC50","8.2 - 8.6","10777510|11336787|12603839|12939143"
"3555","apelin-36","Peptide","Mouse","Q9R0R4","ENSMUSG00000037010","","","","","36","apelin receptor","Mouse","Q9WV08","ENSMUSG00000044338","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","",,,"-",""
"3555","apelin-36","Peptide","Rat","Q9R0R3","ENSRNOG00000003984","","","","","36","apelin receptor","Rat","Q9JHG3","ENSRNOG00000009227","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","",,,"-",""
"3556","apelin-17","Peptide","Human","Q9ULZ1","ENSG00000171388","","","","","36","apelin receptor","Human","P35414","ENSG00000134817","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","","Human","pIC50","7.9 - 9.0","12603839|15341513"
"3556","apelin-17","Peptide","Mouse","Q9R0R4","ENSMUSG00000037010","","","","","36","apelin receptor","Mouse","Q9WV08","ENSMUSG00000044338","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","",,,"-",""
"3556","apelin-17","Peptide","Rat","Q9R0R3","ENSRNOG00000003984","","","","","36","apelin receptor","Rat","Q9JHG3","ENSRNOG00000009227","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","",,,"-",""
"7930","apelin receptor early endogenous ligand","Peptide","Human","P0DMC3","ENSG00000248329","","","","","36","apelin receptor","Human","P35414","ENSG00000134817","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","","Human","pKd","9.3","25995451"
"7931","apelin receptor early endogenous ligand","Peptide","Mouse","P0DMC4","ENSMUSG00000079042","","","","","36","apelin receptor","Mouse","Q9WV08","ENSMUSG00000044338","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","",,,"-",""
"8524","Elabela/Toddler-32","Peptide","Human","P0DMC3","ENSG00000248329","","","","","36","apelin receptor","Human","P35414","ENSG00000134817","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","","Human","pIC50","8.7","0"
"8525","Elabela/Toddler-21","Peptide","Human","P0DMC3","ENSG00000248329","","","","","36","apelin receptor","Human","P35414","ENSG00000134817","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","","Human","pIC50","8.7","0"
"8526","Elabela/Toddler-11","Peptide","Human","P0DMC3","ENSG00000248329","","","","","36","apelin receptor","Human","P35414","ENSG00000134817","","","","","[Pyr<sup>1</sup>]apelin-13 &ge; apelin-13 > apelin-36","12939143|9792798|","","Human","pIC50","7.2","0"
"608","chenodeoxycholic acid","Metabolite","","","","","","","","37","GPBA receptor","Human","Q8TDU6","ENSG00000179921","","","","","lithocholic acid > deoxycholic acid > chenodeoxycholic acid, cholic acid","12524422|12419312|","","Human","pEC50","5.4","12419312"
"608","chenodeoxycholic acid","Metabolite","","","","","","","","37","GPBA receptor","Unknown","","","","","","","lithocholic acid > deoxycholic acid > chenodeoxycholic acid, cholic acid","12524422|12419312|","",,,"-",""
"609","cholic acid","Metabolite","","","","","","","","37","GPBA receptor","Human","Q8TDU6","ENSG00000179921","","","","","lithocholic acid > deoxycholic acid > chenodeoxycholic acid, cholic acid","12524422|12419312|","","Human","pEC50","5.0","12419312"
"609","cholic acid","Metabolite","","","","","","","","37","GPBA receptor","Unknown","","","","","","","lithocholic acid > deoxycholic acid > chenodeoxycholic acid, cholic acid","12524422|12419312|","",,,"-",""
"610","deoxycholic acid","Metabolite","","","","","","","","37","GPBA receptor","Human","Q8TDU6","ENSG00000179921","","","","","lithocholic acid > deoxycholic acid > chenodeoxycholic acid, cholic acid","12524422|12419312|","","Human","pEC50","6.2","12419312"
"610","deoxycholic acid","Metabolite","","","","","","","","37","GPBA receptor","Unknown","","","","","","","lithocholic acid > deoxycholic acid > chenodeoxycholic acid, cholic acid","12524422|12419312|","",,,"-",""
"611","lithocholic acid","Metabolite","","","","","","","","37","GPBA receptor","Human","Q8TDU6","ENSG00000179921","","","","","lithocholic acid > deoxycholic acid > chenodeoxycholic acid, cholic acid","12524422|12419312|","","Human","pEC50","7.5","12419312"
"611","lithocholic acid","Metabolite","","","","","","","","37","GPBA receptor","Unknown","","","","","","","lithocholic acid > deoxycholic acid > chenodeoxycholic acid, cholic acid","12524422|12419312|","",,,"-",""
"612","gastrin-releasing peptide","Peptide","Human","P07492","ENSG00000134443","","","","","38","BB<sub>1</sub> receptor","Human","P28336","ENSG00000135577","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency",,,"-",""
"613","neuromedin B","Peptide","Human","P08949","ENSG00000197696","","","","","38","BB<sub>1</sub> receptor","Human","P28336","ENSG00000135577","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency","Human","pKi","8.1 - 10.3","18055507|21729729|25976083"
"613","neuromedin B","Peptide","Mouse","Q9CR53","ENSMUSG00000025723","","","","","38","BB<sub>1</sub> receptor","Mouse","O54799","ENSMUSG00000019865","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency",,,"-",""
"613","neuromedin B","Peptide","Rat","","","","","","","38","BB<sub>1</sub> receptor","Rat","P24053","ENSRNOG00000012103","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency",,,"-",""
"613","neuromedin B","Peptide","Pig","P01297","","","","","","38","BB<sub>1</sub> receptor","Pig","","","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency",,,"-",""
"3579","gastrin-releasing peptide","Peptide","Mouse","Q8R1I2","ENSMUSG00000024517","","","","","38","BB<sub>1</sub> receptor","Mouse","O54799","ENSMUSG00000019865","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency",,,"-",""
"3579","gastrin-releasing peptide","Peptide","Rat","P24393","ENSRNOG00000016999","","","","","38","BB<sub>1</sub> receptor","Rat","P24053","ENSRNOG00000012103","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency",,,"-",""
"3581","gastrin-releasing peptide","Peptide","Pig","P63153","","","","","","38","BB<sub>1</sub> receptor","Pig","","","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency",,,"-",""
"3582","GRP-(18-27)","Peptide","Human","P07492","ENSG00000134443","","","","","38","BB<sub>1</sub> receptor","Human","P28336","ENSG00000135577","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency",,,"-",""
"3582","GRP-(18-27)","Peptide","Pig","P63153","","","","","","38","BB<sub>1</sub> receptor","Pig","","","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency",,,"-",""
"3583","GRP-(18-27)","Peptide","Mouse","Q8R1I2","ENSMUSG00000024517","","","","","38","BB<sub>1</sub> receptor","Mouse","O54799","ENSMUSG00000019865","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency",,,"-",""
"3583","GRP-(18-27)","Peptide","Rat","P24393","ENSRNOG00000016999","","","","","38","BB<sub>1</sub> receptor","Rat","P24053","ENSRNOG00000012103","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency",,,"-",""
"6175","gastrin releasing peptide(14-27) (human)","Peptide","Human","","","","","","","38","BB<sub>1</sub> receptor","Human","P28336","ENSG00000135577","","","","","","","Neuromedin B is the endogenous agonist with the greatest potency","Human","pIC50","6.8 - 6.9","21729729"
"612","gastrin-releasing peptide","Peptide","Human","P07492","ENSG00000134443","","","","","39","BB<sub>2</sub> receptor","Human","P30550","ENSG00000126010","","","","","","","Gastrin-releasing peptide is the endogenous agonist with the greatest potency","Human","pKi","6.3 - 8.2","10454496|7838118|21729729"
"612","gastrin-releasing peptide","Peptide","Human","P07492","ENSG00000134443","","","","","39","BB<sub>2</sub> receptor","Human","P30550","ENSG00000126010","","","","","","","Gastrin-releasing peptide is the endogenous agonist with the greatest potency","Human","pIC50","9.9 - 10.0","19463875"
"613","neuromedin B","Peptide","Human","P08949","ENSG00000197696","","","","","39","BB<sub>2</sub> receptor","Human","P30550","ENSG00000126010","","","","","","","Gastrin-releasing peptide is the endogenous agonist with the greatest potency","Human","pKi","6.4 - 8.1","10454496|7838118"
"613","neuromedin B","Peptide","Human","P08949","ENSG00000197696","","","","","39","BB<sub>2</sub> receptor","Human","P30550","ENSG00000126010","","","","","","","Gastrin-releasing peptide is the endogenous agonist with the greatest potency","Human","pIC50","7.4 - 7.5","21729729|19463875"
