"## GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand ID","Ligand Name","HBond Acceptors","HBond Donors","Rotatable Bonds","TPSA","Mol Weight","XLogP","LipinskiRO5"
"13064","BLU-451","8","3","9","93.47999999999999","497.4484761024232","2.212","0"
"13063","inobrodib","5","0","5","66.73","534.5980150769172","3.992000000000001","1"
"13062","fobrepodacin","12","5","9","176.04","508.44072708965086","-0.837","2"
"13061","compound 22 [PMID:  38085679]","9","0","6","82.33","552.5486491482842","1.9130000000000005","1"
"13060","TBAJ-587","8","1","11","85.11000000000001","614.5031872296956","1.5459999999999998","2"
"13059","quabodepistat","6","3","4","82.03","456.84344227159727","1.678","0"
"13058","MS102","6","2","8","121.31","596.4418863586925","3.685000000000001","1"
"13057","ML364","6","2","8","121.31","517.5462991416682","3.5650000000000004","1"
"13055","macozinone","4","0","5","104.35","456.4836775376433","4.485999999999999","0"
"13054","HSGN-218","5","1","6","88.35","434.221389664867","4.632000000000001","0"
"13053","GSK682753A","5","0","5","49.85","479.78411538779756","3.0940000000000003","0"
"13052","NIBR189","5","0","6","49.85","429.30735883051966","1.6179999999999999","0"
"13051","NIBR51","4","0","6","58.12","441.7602073431595","1.6510000000000002","0"
"13050","compound 32 [PMID: 38047891]","9","0","6","93.03","432.3782954106151","-0.054999999999999494","0"
"13049","HER-096","29","17","34","546.54","1036.1446394920617","-5.583","4"
"13044","compound 15z [PMID: 38029358]","8","1","13","102.55000000000001","597.123716227389","1.9990000000000006","2"
"13043","MS132","16","6","20","230.17999999999998","1016.1160149336049","2.315","4"
"13042","TK-HR peptide","32","17","51","550.5799999999998","1337.549254202764","-4.871","4"
"13041","compound 1 [PMID: 23113556]","4","2","4","74.6","218.20585800999146","1.692","0"
"13040","compound 9h [PMID: 32697083]","5","1","12","47.94","499.0640308016896","5.347999999999999","2"
"13039","SGI-1776-VHL-02","15","4","24","205.93","974.1471746583766","4.914000000000001","3"
"13038","PIM447-VHL-01","14","5","24","219.32","1023.2179731967578","4.046","3"
"13037","pralurbactam","8","5","10","204.98999999999998","382.35183619255326","-2.6590000000000003","0"
"13035","ellagic acid","8","4","0","133.52","302.1931864985418","1.098","0"
"13034","BTZ-043","5","0","3","119.57000000000002","431.3879912186016","2.942","0"
"13033","LY3522348","8","1","6","75.9","409.4094797631726","0.8400000000000002","0"
"13032","YHJ1039","8","2","7","123.08","508.6619376102527","2.0360000000000005","1"
"13031","KYH1872","26","7","36","381.4699999999999","1248.5010448904854","-0.7469999999999999","4"
"13030","taurolidine","8","2","2","115.58000000000001","284.3588058632262","-1.8070000000000004","0"
"13029","TBI-223","8","1","6","80.34","365.3568628008666","0.5699999999999998","0"
"13028","compound 1b [PMID: 37562607]","5","2","5","77.83999999999999","351.3286146266345","2.1380000000000003","0"
"13027","compound 2 [PMID: 33647232]","6","2","5","135.29999999999998","401.5053507515541","0.4240000000000004","0"
"13026","ML216","6","2","6","103.50999999999999","383.3251240720394","1.6760000000000002","0"
"13025","compound 21 [PMID: 36459756]","5","1","12","47.940000000000005","605.584182185947","5.795000000000002","3"
"13024","AO/854","4","2","2","66.76","346.37674300847766","1.9750000000000005","0"
"13023","compound 6 [PMID: 38134034]","2","0","4","20.310000000000002","381.061550820209","3.0200000000000005","0"
"13022","compound 4b [Ramsey <i>et al</i>., 2023]","3","0","4","29.54","329.8212477558465","2.6250000000000004","0"
"13021","golcadomide","10","2","7","111.29","535.5677716178644","-1.5809999999999995","1"
"13020","H3B-968","8","2","11","117.60000000000001","548.4600601496597","2.5470000000000006","1"
"13019","H3B-960","8","2","10","117.60000000000001","534.4334427452201","2.0830000000000006","1"
"13018","HRO761","14","2","10","155.09999999999997","702.0844769083823","2.202","2"
"13017","AZD5423","6","1","9","63.160000000000004","487.4470905338576","3.4920000000000004","0"
"13016","BMS-193884","5","1","5","97.73","395.43352507522184","1.9439999999999995","0"
"13015","edonentan","7","1","10","118.03999999999999","536.644631691518","3.052","1"
"13014","compound 13c [PMID: 30457869]","13","7","9","210.52999999999994","449.41537483270025","-2.4660000000000006","2"
"13013","compound 22 [PMID: 30457869]","11","8","11","198.22","388.4167627768598","-0.21400000000000025","2"
"13012","TXA6101","5","1","6","73.91","477.179818948072","2.3070000000000004","0"
"13011","MTK458","4","2","3","48.78","332.3236440409267","2.485","0"
"13010","PF-07202954","9","2","8","109.03","438.4556643122532","-0.6919999999999998","0"
"13009","NDT-19795","7","2","7","100.35","367.3992030974871","0.7180000000000001","0"
"13008","NT-0796","7","1","9","89.35","409.47905531080585","1.9220000000000002","0"
"13007","BMS-684","4","0","5","69.93","454.5213564235985","3.196","0"
"13006","BMS-502","6","0","5","106.07999999999998","516.4998062623673","1.1410000000000005","1"
"13005","compound 182 [PMID: 37500611]","8","3","5","124.54999999999998","398.4077087606123","0.8389999999999995","0"
"13004","STX-721","9","3","8","98.30000000000001","587.1128466842265","2.2459999999999996","1"
"13003","MAT-POS-e194df51-1","7","1","6","111.00999999999999","480.96846753532753","-0.2659999999999998","0"
"13002","sudapyridine","4","1","9","45.06","537.0922192144375","4.335","1"
"13001","5&alpha;-tetrahydrocorticosterone","4","3","2","77.76","350.4930591729023","2.9759999999999986","0"
"13000","modithromycin","15","2","9","202.97000000000003","841.0035252522133","1.235000000000001","2"
"12999","oxolinic acid","6","1","2","76.07000000000001","261.23064279521066","1.6540000000000001","0"
"12998","compound 108 [PMID: 37918435]","3","1","5","46.53","296.2418111866118","2.1390000000000002","0"
"12997","compound 111 [PMID: 37918435]","3","1","4","46.53","297.13380003236597","2.202","0"
"12996","ethambutol","4","4","9","64.52","204.3101533289097","-0.34400000000000003","0"
"12995","atglistatin","4","1","5","35.580000000000005","283.36878062441497","1.703","0"
"12994","CAY10499","8","1","7","89.46000000000002","355.3453732161772","2.373","0"
"12993","TPT-004","9","1","5","115.13999999999999","400.456580236662","0.5249999999999999","0"
"12988","ERAS-5024","8","2","6","127.57","673.676662248023","2.7800000000000002","1"
"12987","compound 18j [PMID: 35446588]","10","1","3","113.44000000000001","626.1682431824051","4.636999999999999","1"
"12986","JND3229","10","2","8","95.88","617.1852285904719","1.851","1"
"12985","CH7233163","12","1","10","126.17999999999998","669.7226367295748","3.505000000000001","2"
"12984","BI-4020","10","1","2","88.36999999999998","542.6762610604466","2.2009999999999996","1"
"12983","TQB3804","11","2","8","119.33000000000001","694.605547923386","1.576","2"
"12982","JBJ-04-125-02","8","3","7","122.57","543.6140196372485","0.8540000000000001","1"
"12981","C34 [Zhu <i>et al</i>., 2023]","9","1","10","126.64999999999999","633.8057213454108","1.8920000000000003","1"
"12980","LC52-0332","6","1","8","79.19999999999999","442.5073549370959","3.025000000000001","0"
"12979","S-26d [PMID: 37883692]","6","2","9","82.36","571.4676632653052","4.1979999999999995","1"
"12977","compound 16 [PMID: 17585909]","4","1","20","69.23","398.62382149889055","6.118","2"
"12976","teglicar","5","2","20","81.26","399.61184805531275","5.147999999999998","2"
"12975","MW05","7","1","4","83.52","363.41379965642034","1.169","0"
"12974","MW01","6","1","2","71.36","346.33691461367056","0.8390000000000002","0"
"12973","ABX-002","4","2","7","58.56","382.2815310154257","3.120000000000001","0"
"12972","dalcetrapib","3","1","10","71.47","389.59645006523937","5.926","1"
"12971","BMS-986172","10","2","11","110.98999999999998","589.4663178790395","2.9890000000000003","2"
"12970","migoprotafib","9","2","2","103.2","454.52788760302764","1.857","0"
"12968","CDN1163","4","1","5","50.69","320.3857492814865","1.975000000000001","0"
"12967","DDTPA","9","2","9","111.54000000000002","472.9222195159435","2.6099999999999994","0"
"12965","16&alpha;-hydroxyestrone","3","2","0","57.53","286.3661575090595","2.5300000000000002","0"
"12963","2,3',4,5'-Tetramethoxystilbene","4","0","6","36.92","300.34968092897736","2.829","0"
"12961","TBI-166","8","1","8","80.04","589.6087117898776","4.8260000000000005","1"
"12960","simnotrelvir","9","3","11","182.00000000000003","549.6329277356431","1.2439999999999998","1"
"12959","rifasutenizol","17","5","7","264.28999999999996","944.0388955368501","3.0189999999999997","2"
"12958","pomotrelvir","8","4","10","123.12","455.9380536216666","1.6600000000000001","0"
"12957","alpibectir","2","0","5","41.9","332.2426369042278","3.1340000000000003","0"
"12956","brorphine","4","1","3","35.58","400.31245703945467","2.1799999999999997","0"
"12955","isotonitazene","4","0","10","71.21000000000001","410.51017585174975","3.6180000000000008","0"
"12954","ethionamide","2","1","2","70.47","166.24478611967191","-0.23399999999999993","0"
"12953","telacebec","6","1","9","57.17","557.0074520354406","5.286","2"
"12952","example 10 [CN110740999A]","11","3","9","122.27999999999997","601.165276011836","1.647","2"
"12951","befotertinib","9","2","13","84.8","567.6063870936678","3.32","2"
"12950","zosurabalpin","13","7","11","229.57","790.9754165403458","1.5710000000000002","4"
"12949","avibactam tomilopil","9","1","9","153.92000000000002","393.4143739277263","-2.458","0"
"12948","compound 1 [PMID: 37741852]","11","1","12","134.92","524.5427846419074","-0.2520000000000001","3"
"12947","YL-365","7","2","11","95.94000000000001","583.0745524894941","3.0600000000000005","1"
"12946","ORG-34167","1","1","4","47.61","264.32237364824994","2.5040000000000004","0"
"12945","NOX-6-7","6","2","7","92.69999999999999","351.35343859568127","1.1840000000000002","0"
"12944","NOX-6-18","6","2","6","101.08000000000001","359.3980517951433","1.3870000000000002","0"
"12943","tominostat","6","1","8","69.88","518.5986101493478","-0.0349999999999997","1"
"12942","compound 42 [PMID: 37721854]","6","2","8","70.67","461.545573139767","2.6980000000000004","0"
"12941","milademetan","9","4","5","134.91","618.5274766555422","1.56","1"
"12940","DNL343","7","1","9","81.50999999999999","457.83146882801947","3.474","0"
"12939","muvalaplin","10","6","18","151.23","710.9029507652483","1.5840000000000003","3"
"12938","PF-9363","8","1","8","119.43","444.4628603988741","1.864","0"
"12937","PCC0208017","7","3","6","76.41","403.4049292247397","0.7090000000000002","0"
"12936","PCC0105003","8","3","7","85.64","419.40433415230916","1.456","0"
"12935","pleuromulin","5","2","4","83.83","378.5031999972597","2.7049999999999996","0"
"12934","pristinamycin IA","18","4","8","227.42999999999998","866.959590994034","0.896999999999999","2"
"12933","pristinamycin IIA","10","2","1","134.60000000000002","525.5944756080603","1.381","1"
"12932","compound 25ap [PMID: 37796543]","7","4","10","110.57999999999998","448.51843665495807","0.23699999999999988","0"
"12931","LUNA18","27","4","50","316.42","1595.9244454173052","4.968999999999998","3"
"12930","gepirone","7","0","6","68.58000000000001","359.4665897902387","0.7070000000000001","0"
"12929","S1g-2","5","1","7","104.49","420.5259458045488","3.164","0"
"12928","dirithromycin","16","5","12","196.32999999999998","835.0753618635501","1.5550000000000002","3"
"12927","flurithromycin","14","5","7","193.91","751.9186884190956","1.1890000000000003","2"
"12926","clofoctol","1","1","5","20.23","365.3371935159558","6.583000000000001","1"
"12925","secnidazole","3","1","3","78.97","185.1808239734159","0.31699999999999995","0"
"12924","josamycin","16","3","14","206.04999999999998","827.9965967996515","2.9509999999999987","3"
"12923","florfenicol","5","2","7","91.85000000000001","358.2146876017365","0.3549999999999999","0"
"12922","evybactin","42","24","32","662.22","1488.5220953116398","-4.917999999999994","4"
"12921","sarecycline","9","5","5","173.85999999999999","487.50329242552294","-0.5110000000000006","0"
"12920","pivampicillin","9","2","10","153.33","463.5490957698462","1.0520000000000003","0"
"12919","nadifloxacin","6","2","2","81.08","360.38016721366307","2.315","0"
"12916","F7H","5","2","9","121.16","463.55008777409876","2.2910000000000004","0"
"12915","SD-36","21","8","23","316.85999999999996","1158.1495007118467","0.4589999999999994","4"
"12914","MD-224","12","5","10","165.80999999999997","889.7977026443327","2.4520000000000004","2"
"12913","CIAC001","5","2","4","68.42","339.43215625765134","4.726","0"
"12912","BWA-522","11","2","13","128.72","771.3422069063122","4.486999999999999","3"
"12911","compound 34f [PMID: 37535845]","9","3","7","123.79999999999998","531.6744672837435","2.1470000000000002","1"
"12910","HPG1860","6","1","7","112.26","573.4927215005739","3.7629999999999995","1"
"12909","IACS-52825","6","2","6","83.44","426.28944937162606","3.271","0"
"12908","JH-XII-03-02","19","3","22","214.39","853.9210001460165","-0.7970000000000004","3"
"12906","compound 77A [PMID: 37639383]","7","0","8","77.42999999999999","470.9461664030991","1.4560000000000004","0"
"12905","dual VEGFR/PARP inhibitor 14b","10","3","6","123.07","517.5854751510416","1.2570000000000001","1"
"12904","compound (S)-29 [PMID: 37606563]","9","1","5","103.53","514.9423197750451","1.432","1"
"12903","STX-478","7","3","6","101.1","401.29140538483625","0.728","0"
"12902","TNG-462","8","2","7","128.68999999999997","520.691586338185","1.0030000000000001","1"
"12901","obeldesivir","10","3","5","153.76","361.35318934432496","-1.683","0"
"12899","JNT-517","7","2","9","87.90000000000002","418.3865832172035","1.409","0"
"12898","NX-5948","17","4","12","200.73999999999998","806.9571714939669","0.43399999999999983","3"
"12897","ibuzatrelvir","10","3","12","140.63","489.4894267803486","1.153","0"
"12896","imlunestrant","5","1","7","54.290000000000006","524.5071531754509","2.576","1"
"12895","GDC-6599","7","0","4","91.45","426.8569638615581","0.7469999999999998","0"
"12894","STC-15","7","3","8","85.83","415.4885062588754","0.9980000000000008","0"
"12893","zelnecirnon","7","2","7","80.53","566.9509934682235","3.918000000000001","1"
"12892","KT-474","17","2","11","167.32000000000002","865.9284476789475","2.4079999999999995","2"
"12891","MPI60","8","2","10","104.81000000000002","441.52095915046624","1.9910000000000005","0"
"12890","deupirfenidone","2","0","1","20.310000000000002","185.22228718814503","1.1059999999999999","0"
"12888","friluglanstat","7","3","9","91.82","516.9003873452518","2.555","1"
"12887","davelizomib","10","3","12","134.27","481.25569207451207","1.517","0"
"12886","fosigotifator","11","4","14","162.45999999999998","639.3672917615608","1.11","3"
"12885","lerzeparib","3","3","2","62.39","365.40159160531044","1.3020000000000003","0"
"12884","tegeprotafib","7","2","2","104.32","326.30183421528466","0.31300000000000017","0"
"12883","usnoflast","6","2","6","86.89000000000001","403.5401450903498","2.797","0"
"12882","uplarafenib","8","1","7","108.81","494.4886727511369","1.279","0"
"12881","tibremciclib","8","1","6","71.19","518.6051413287771","0.9140000000000001","1"
"12880","tacaciclib","9","3","12","107.41999999999999","528.6463780662923","2.2479999999999993","1"
"12879","rokitamycin","16","3","15","206.04999999999998","827.9965967996515","2.696","3"
"12878","tosufloxacin","7","2","3","99.23","404.34333061721094","1.4889999999999999","0"
"12877","besifloxacin","6","2","3","86.87","393.84040307131363","3.1069999999999993","0"
