"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand id","Name","Species","Type","PubChem SID","PubChem CID","ChEMBl ID","Chebi ID","UniProt id","Ensembl ID","IUPAC name","INN","CAS","DrugBank ID","Drug Central ID"
"12862","2-Butynoic acid","","Synthetic organic","485205983","68535","CHEMBL4073377","","","","but-2-ynoic acid","","","",""
"372","2-chloroadenosine","","Synthetic organic","135651395","8974","CHEMBL285819","","","","(2R,3R,4S,5R)-2-(6-amino-2-chloropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol","","146-77-0","",""
"1716","2-chloroadenosine-5-triphosphate","","Synthetic organic","135649697","162565","CHEMBL1368696","","","","[(2R,3S,4R,5R)-5-(6-amino-2-chloropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl (hydroxy-phosphonooxyphosphoryl) hydrogen phosphate","","","",""
"8447","2-Cl-ADP(&alpha;-BH<sub>3</sub>)","","Synthetic organic","252166657","71733822","","","","","[[(2R,3S,4R,5R)-5-(6-amino-2-chloropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-phosphonooxyphosphoryl]boron(1-)","","","",""
"5109","2'-deoxyadenosine","","Metabolite","178101802","13730","CHEMBL449329","CHEBI:17256","","","(2R,3S,5R)-5-(6-amino-9H-purin-9-yl)-2-(hydroxymethyl)oxolan-3-ol","","958-09-8","",""
"5110","2'-deoxyinosine","","Metabolite","178101803","135398593","CHEMBL1229971","CHEBI:28997","","","9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6,9-dihydro-3H-purin-6-one","","890-38-0","DB02380",""
"3200","(2E, 6E)-farnesylbisphosphonate","","Synthetic organic","135649700","9871730","CHEMBL86513","","","","[(3E,7E)-4,8,12-trimethyl-1-phosphonotrideca-3,7,11-trien-1-yl]phosphonic acid","","","",""
"3204","2-fluoromevalonate 5-diphosphate","","Synthetic organic","135649701","56947015","","","","","2-fluoro-3-hydroxy-5-{[hydroxy(phosphonooxy)phosphoryl]oxy}-3-methylpentanoic acid","","","",""
"10725","2F-MT-45","","Synthetic organic","405067318","132990975","","","","","1-cyclohexyl-4-[1-(2-fluorophenyl)-2-phenylethyl]piperazine","","","",""
"4050","2-furoyl-LIGRL[N-(Alexa Fluor 594)-O]-NH<sub>2 </sub>","","Peptide","178100874","","","","","","","","","",""
"4049","2-furoyl-LIGRL[N[<sup>3</sup>H]propionyl]-O-NH<sub>2</sub>","","Peptide","178100873","","","","","","","","","",""
"3851","2-furoyl-LIGRLO-amide","","Peptide","178100691","","","","","","","","","",""
"373","2-hexynyl-NECA","","Synthetic organic","135649703","164437","CHEMBL410873","","","","(2S,3S,4R,5R)-5-(6-amino-2-hex-1-ynylpurin-9-yl)-N-ethyl-3,4-dihydroxyoxolane-2-carboxamide","","141018-30-6","",""
"5847","2-hydroxy capric acid","","Metabolite","178102471","21488","","","","","2-Hydroxydecanoic acid","","5393-81-7","",""
"5849","2-hydroxylauric acid","","Metabolite","178102473","97783","","CHEBI:36211","","","2-Hydroxydodecanoic acid","","2984-55-6","",""
"5796","2-hydroxyoctanoic acid","","Metabolite","178102421","94180","","","","","2-Hydroxyoctanoic acid","","617-73-2","",""
"1068","2-hydroxy-saclofen","","Synthetic organic","135649709","1564","CHEMBL1256573","","","","3-amino-2-(4-chlorophenyl)-2-hydroxypropane-1-sulfonic acid","","117354-64-0","",""
"7782","2-(indolin-1yl)-melatonin","","Synthetic organic","223366115","25210130","CHEMBL514415","","","","N-[2-[2-(2,3-dihydroindol-1-ylmethyl)-5-methoxy-1H-indol-3-yl]ethyl]acetamide","","","",""
"6271","2-iodoacetamide","","Synthetic organic","178102891","3727","CHEMBL276727","","","","2-Iodoacetamide","","144-48-9","",""
"1343","2-iodo-melatonin","","Synthetic organic","135651396","115348","CHEMBL289233","CHEBI:145841","","","N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide","","93515-00-5","DB08190",""
"5396","2-iodo-[<sup>125</sup>I]5MCA-NAT","","Synthetic organic","178102053","91827345","CHEMBL504585","","","","","","","",""
"1829","2-<i>O</i>-ethyl-PAF C-16","","Metabolite","135651397","9546625","","","","","2-[(2-ethoxy-3-hexadecoxypropoxy)-hydroxyphosphoryl]oxyethyl-trimethylazanium","","","",""
"1830","2-<i>O</i>-methyl-PAF C-18","","Metabolite","135651398","132181","","","","","[2-acetyloxy-3-(2-methyloctadecoxy)propyl] 2-trimethylazaniumylethyl phosphate","","138852-22-9","",""
"1392","(2<i>R</i>,3<i>R</i>)-APDC","","Synthetic organic","135649704","5310984","CHEMBL40086","","","","(2R,4R)-4-aminopyrrolidine-2,4-dicarboxylic acid","","169209-63-6","",""
"5107","2(<i>S</i>)-amino-6-boronohexanoic acid","","Synthetic organic","178101800","9793992","CHEMBL1812661","CHEBI:40520","","","(2S)-2-amino-6-(dihydroxyboranyl)hexanoic acid","","222638-65-5","",""
"2776","2MD","","Synthetic organic","135651400","5289549","CHEMBL605525","","","","(1R,3R)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(2S)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-2-methylidenecyclohexane-1,3-diol","","213250-70-5","",""
"5591","2'-Me-CCPA","","Synthetic organic","178102226","10475082","CHEMBL251997","","","","(2R,3R,4R,5R)-2-[2-chloro-6-(cyclopentylamino)purin-9-yl]-5-(hydroxymethyl)-3-methyloxolane-3,4-diol","","","",""
"1710","2MeSADP","","Synthetic organic","135651401","121990","CHEMBL435402","","","","[(2R,3S,4R,5R)-5-(6-amino-2-methylsulfanylpurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate","","34983-48-7","",""
"1764","2MeSAMP","","Synthetic organic","135651402","189762","CHEMBL606240","","","","[(2R,3S,4R,5R)-5-(6-amino-2-methylsulfanylpurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate","","22140-20-1","",""
"1711","2MeSATP","","Synthetic organic","135651403","5310983","CHEMBL336208","","","","[(2R,3S,4R,5R)-5-(6-amino-2-methylsulfanylpurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl (hydroxy-phosphonooxyphosphoryl) hydrogen phosphate","","43170-89-4","",""
"7775","2-methoxy-&alpha;,&beta;-didehydro-agomelatine","","Synthetic organic","223366108","71533431","CHEMBL2314259","","","","N-[(E)-2-(2,7-dimethoxynaphthalen-1-yl)ethenyl]acetamide","","","",""
"12058","2-Methoxyestradiol","","Metabolite","472319180","66414","CHEMBL299613","","","","(8R,9S,13S,14S,17S)-2-methoxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol","","362-07-2","DB02342",""
"6611","2-methyl-3-oxopropanoate","","Metabolite","178103224","21917715","","CHEBI:57700","","","2-methyl-3-oxopropanoate","","","",""
"713","2-methyl-3-phenethyl-3H-pyrimidin-4-one","","Synthetic organic","135649705","135515453","","","","","(2E)-5-ethyl-3-[2-(2-fluorophenyl)ethyl]-6-methyl-2-(6-oxo-1-cyclohexa-2,4-dienylidene)-1H-pyrimidin-4-one","","","",""
"218","2-methyl-5-HT","","Synthetic organic","135649706","1574","CHEMBL266591","CHEBI:31085","","","3-(2-Aminoethyl)-2-methyl-1H-indol-5-ol","","78263-90-8","",""
"1268","2-methylhistamine","","Synthetic organic","135649707","92613","","","","","5-(2-hydroxyethyl)-1,3-bis(hydroxymethyl)-1,3,5-triazinane-2-thione","","","",""
"8800","2-monoacylglycerol","","Metabolite","252827458","17756737","","","","","1,3-dihydroxypropan-2-yl formate","","","",""
"280","2-MPP","","Synthetic organic","135649708","1346","CHEMBL9666","CHEBI:105925","","","1-(2-Methoxyphenyl)piperazine","","5464-78-8","",""
"5112","2-oleoyl glycerol","","Metabolite","178101805","5319879","CHEMBL3182200","CHEBI:73990","","","1,3-dihydroxypropan-2-yl (9Z)-octadec-9-enoate","","3443-84-3","",""
"2936","2-oleoyl-LPA","","Metabolite","135649710","56947016","","","","","{3-hydroxy-2-[(9Z)-octadec-9-enoyloxy]propoxy}phosphonic acid","","","",""
"4521","2-oxothiazolidine-4-carboxylate","","Synthetic organic","178101246","22476743","","","","","2-oxo-1,3-thiazolidine-4-carboxylate","","","",""
"2417","2-pentenal","","Synthetic organic","135649711","5364752","CHEMBL256368","","","","(E)-pent-2-enal","","764-39-6","",""
"5600","2-phenylethylyl-adenosine derivative","","Synthetic organic","178102235","44598833","CHEMBL574602","","","","(2S,3S,4R,5R)-3,4-dihydroxy-N-methyl-5-[6-(methylamino)-2-(2-phenylethynyl)purin-9-yl]oxolane-2-carboxamide","","","",""
"5510","2-phenyl-propylamine","","Metabolite","178102156","11398","CHEMBL158578","","","","2-phenylpropan-1-amine","","582-22-9","",""
"7530","2-PMAP","","Synthetic organic","187051831","14936865","","","","","2-(pyridin-2-ylmethylamino)phenol","","102212-26-0","",""
"1197","2-pyridylethylamine","","Synthetic organic","135649712","75919","CHEMBL32813","CHEBI:147599","","","2-pyridin-2-ylethanamine","","2706-56-1","",""
"9154","(2R,6R) 6-hydroxynorketamine","","Synthetic organic","315661239","89504167","","","","","(2R,6R)-2-amino-2-(2-chlorophenyl)-6-hydroxycyclohexan-1-one","","","",""
"11522","(2S)-2-[(6Z,15Z)-20-hydroxyicosa-6,15-dienamido]butanedioate","","Synthetic organic","441604894","165368925","","","","","(2S)-2-[(6Z,15Z)-20-hydroxyicosa-6,15-dienamido]butanedioate","","","",""
"8871","(2S,4S)-ketoconazole","","Synthetic organic","252827528","638701","CHEMBL319160","","","","1-[4-[4-[[(2S,4S)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone","","79156-75-5","",""
"1344","2-[<sup>125</sup>I]melatonin","","Synthetic organic","135651404","644212","CHEMBL1788358","","","","N-[2-(2-iodo-5-methoxy-1H-indol-3-yl)ethyl]acetamide","","140671-15-4","",""
"11394","2-TEDC","","Synthetic organic","440816763","6069552","CHEMBL37081","","","","2-thiophen-2-ylethyl (E)-2-cyano-3-(3,4-dihydroxyphenyl)prop-2-enoate","","132465-10-2","",""
"6202","2-thio-UDP","","Synthetic organic","178102823","16082712","","","","","[(2R,3S,4R,5R)-3,4-dihydroxy-5-(4-oxo-2-sulfanylidenepyrimidin-1-yl)oxolan-2-yl]methyl phosphono hydrogen phosphate","","","",""
"3398","2-thioUTP","","Synthetic organic","178100411","10174453","CHEMBL217803","","","","[(2R,3S,4R,5R)-3,4-dihydroxy-5-(4-oxo-2-sulfanylidenepyrimidin-1-yl)oxolan-2-yl]methyl (hydroxy-phosphonooxyphosphoryl) hydrogen phosphate","","35763-29-2","",""
"1424","3,3'-difluorobenzaldazine","","Synthetic organic","135650175","6604893","CHEMBL371811","","","","1-(3-fluorophenyl)-N-[(3-fluorophenyl)methylideneamino]methanimine","","15332-10-2","",""
"4597","3,4-dichlorobenzamil","","Synthetic organic","178101317","114771","CHEMBL587714","","","","3,5-diamino-6-chloro-N-[(E)-N'-[(3,4-dichlorophenyl)methyl]carbamimidoyl]pyrazine-2-carboxamide","","","",""
"6633","3,4-dihydroxymandelic acid","","Metabolite","178103246","85782","","CHEBI:27637","","","2-(3,4-dihydroxyphenyl)-2-hydroxyacetic acid","","775-01-9","",""
"6632","3,4-dihydroxyphenylacetaldehyde","","Metabolite","178103245","119219","","","","","2-(3,4-dihydroxyphenyl)acetaldehyde","","5707-55-1","",""
"5828","3570-0208 [PMID:19807662]","","Synthetic organic","178102453","3092570","CHEMBL1329101","","","","[6-ethyl-2-methyl-3-(1-methylbenzimidazol-2-yl)-4-oxochromen-7-yl] acetate","","","",""
"1367","3,5-DHPG","","Synthetic organic","135649729","108001","CHEMBL66105","","","","2-amino-2-(3,5-dihydroxyphenyl)acetic acid","","146255-66-5","",""
"5783","3,5-dihydroxybenzoic acid","","Synthetic organic","178102408","7424","CHEMBL95308","CHEBI:39912","","","3,5-Dihydroxybenzoic acid","","99-10-5","",""
"6651","3,5-diiodo-L-tyrosine","","Synthetic organic","178103264","9305","CHEMBL1236469","CHEBI:15768","","","(2S)-2-amino-3-(4-hydroxy-3,5-diiodophenyl)propanoic acid","","300-39-0","","3146"
"3397","3,5-dimethyl PPP","","Synthetic organic","178100410","11722867","CHEMBL304824","CHEBI:203463","","","4-(3,3-dimethylbutan-2-yl) 2-propyl 3,5-dimethyl-1H-pyrrole-2,4-dicarboxylate","","","",""
"11370","(3,5)-[<sup>19</sup>F]<sub>2</sub>-Phe-&psi;-Ala","","Peptide","440816739","155817512","","","","","","","","",""
"13325","3-AESA","","Synthetic organic","","53402072","CHEMBL4129393","","","","","","","",""
"9564","3 alpha-aminocholestane","","Synthetic organic","336446950","10872780","","","","","(3R,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-amine","","","",""
"1080","3-APMPA","","Synthetic organic","135649731","5230","CHEMBL112710","","","","3-aminopropyl-methylphosphinic acid","","127729-35-5","",""
"1081","3-APPA","","Synthetic organic","135649732","6335948","","","","","3-aminopropyl-hydroxy-oxophosphanium","","103680-47-3","",""
"3199","3-azageranylgeranyl diphosphate","","Synthetic organic","135649733","447278","CHEMBL71360","","","","{[hydroxy(2-{methyl[(3E,7E)-4,8,12-trimethyltrideca-3,7,11-trien-1-yl]amino}ethoxy)phosphoryl]oxy}phosphonic acid","","","DB08180",""
"9028","3beta-Hydroxy-20(29)-lupene","","Synthetic organic","315661113","16219576","","","","","(5aR,7aR,13bR)-3a,5a,5b,8,8,11a-hexamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-9-ol","","","",""
"12472","3&beta;-hydroxydihydrocostunolide","","Natural product","479821262","90471461","","","","","(3R,3aS,6Z,9S,10Z,11aS)-9-hydroxy-3,6,10-trimethyl-3a,4,5,8,9,11a-hexahydro-3H-cyclodeca[b]furan-2-one","","31560-72-2","",""
"10537","3&beta;-OH","","Synthetic organic","387065619","129257213","","","","","(3S,5R,10S,13S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-17-carbonitrile","","","",""
"2569","3-bicyclo[2.2.1]hept-2-yl-benzene-1,2-diol","","Synthetic organic","53801045","3764681","","","","","3-(6-bicyclo[2.2.1]heptanyl)benzene-1,2-diol","","462606-73-1","",""
"5113","3-bromo-7NI","","Synthetic organic","178101806","1649","CHEMBL479014","","","","3-bromo-7-nitro-2H-indazole","","74209-34-0","",""
"4517","3-bromopyruvate","","Synthetic organic","178101242","6994776","","","","","3-bromo-2-oxopropanoate","","","",""
"5114","3-chlorotyrosine","","Synthetic organic","178101807","119226","","CHEBI:53678","","","2-amino-3-(3-chloro-4-hydroxyphenyl)propanoic acid","","7423-93-0","",""
"12831","3CL protease (Mpro) inhibitor M3","","Synthetic organic","483123379","74600074","","","","","","","","",""
"5115","3-deazaadenosine","","Synthetic organic","178101808","23190","CHEMBL202701","","","","(2R,3R,4S,5R)-2-{4-amino-1H-imidazo[4,5-c]pyridin-1-yl}-5-(hydroxymethyl)oxolane-3,4-diol","","6736-58-9","",""
"10726","3F-MT-45","","Synthetic organic","405067319","132990929","","","","","1-cyclohexyl-4-[1-(3-fluorophenyl)-2-phenylethyl]piperazine","","","",""
"3202","3-hydroxy-3-methyl-6-phosphohexanoic acid","","Synthetic organic","135649736","23452327","","","","","3-hydroxy-3-methyl-6-phosphonohexanoic acid","","63370-13-8","",""
"5116","3-hydroxybenzylhydrazine","","Synthetic organic","178101809","1663","CHEMBL352205","","","","3-(hydrazinylmethyl)phenol","","637-33-2","",""
"5848","3-hydroxy capric acid","","Metabolite","178102472","26612","","","","","3-Hydroxydecanoic acid","","14292-26-3","",""
"5850","3-hydroxylauric acid","","Metabolite","178102474","94216","","CHEBI:36206","","","3-Hydroxydodecanoic acid","","1883-13-2","",""
"2933","3-hydroxyoctanoic acid","","Metabolite","135651406","11367166","","CHEBI:37100","","","(3S)-3-hydroxyoctanoic acid","","33796-86-0","",""
"2145","3-iodothyronamine","","Metabolite","135649737","11501277","CHEMBL201002","CHEBI:437204","","","4-[4-(2-aminoethyl)phenoxy]-2-iodophenol","","","",""
"5117","3-iodotyrosine","","Synthetic organic","178101810","6272","","CHEBI:27847","","","2-amino-3-(4-hydroxy-3-iodophenyl)propanoic acid","","3078-39-5","",""
"9436","[3-iodo-Tyr<sup>6</sup>]U-II-(4-11) (human)","","Peptide","329968376","","","","","","","","","",""
"2589","(3<i>R</i>,4<i>S</i>)-293B","","Synthetic organic","53801037","121846","CHEMBL434045","CHEBI:34637","","","","","163163-23-3","",""
"8610","3<i>S</i>,4<i>R</i>-293B","","Synthetic organic","252166811","6604863","CHEMBL44297","","","","N-[(3S,4R)-6-cyano-3-hydroxy-2,2-dimethyl-3,4-dihydrochromen-4-yl]-N-methylethanesulfonamide","","","",""
"447","3-isobutyl-8-pyrrolidinoxanthine","","Synthetic organic","135650407","10221256","","","","","3-(2-methylpropyl)-8-pyrrolidin-1-yl-7H-purine-2,6-dione","","","",""
"2766","3-keto-lithocholic acid","","Metabolite","135651407","5283906","CHEMBL410893","CHEBI:17639","","","(4R)-4-[(5R,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]pentanoic acid","","1553-56-6","",""
"6654","3-ketosphinganine","","Metabolite","178103266","439853","","CHEBI:17862","","","(2S)-2-amino-1-hydroxyoctadecan-3-one","","18944-28-0","",""
"9270","3M-002","","Synthetic organic","315661345","10198719","CHEMBL512901","","","","2-propyl-[1,3]thiazolo[4,5-c]quinolin-4-amine","","","",""
"3396","3-MATIDA","","Synthetic organic","178100409","10398360","CHEMBL1322301","","","","5-[amino(carboxy)methyl]-4-methylthiophene-2-carboxylic acid","","518357-51-2","",""
"5118","3-mercaptopyruvic acid","","Metabolite","178101811","98","","CHEBI:16208","","","2-oxo-3-sulfanylpropanoic acid","","2464-23-5","",""
"6642","3-methoxytyramine","","Metabolite","178103255","1669","CHEMBL1160785","","","","4-(2-aminoethyl)-2-methoxyphenol","","554-52-9","",""
"12471","3-methylhexanal","","Synthetic organic","479821261","140511","","CHEBI:88822","","","3-methylhexanal","","19269-28-4","",""
"1401","3-MPPTS","","Synthetic organic","135649739","10275802","","","","","2,2,2-trifluoro-N-[3-(2-methoxyphenoxy)phenyl]-N-(pyridin-3-ylmethyl)ethanesulfonamide","","","",""
"2193","3-N<sub>3</sub>-Phpa-LVA","","Peptide","135651958","","","","","","","","","",""
"1745","3-phenacyl-UDP","","Synthetic organic","135651408","11994011","CHEMBL215294","","","","[(2R,3S,4R,5R)-5-[2,4-dioxo-3-(2-oxo-2-phenylethyl)pyrimidin-1-yl]-3,4-dihydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate","","","",""
"4104","3-phenyl-CPP","","Synthetic organic","178100927","10356116","","","","","2-(4-chlorophenoxy)-3-phenylpropanoic acid","","","",""
"627","[(3-Ph-Pr<sup>6</sup>), His<sup>7</sup>,D-Ala<sup>11</sup>,D-Pro<sup>13</sup>,&psi;13-14),Phe<sup>14</sup>]bombesin-(6-14)","","Peptide","135651959","","","","","","","","","",""
"1590","3-pyridine-acetic acid","","Metabolite","135651409","108","CHEMBL1741437","","","","2-pyridin-3-ylacetic acid","","501-81-5","","3505"
"3260","3-quinuclidinyl-benzilate","","Synthetic organic","178100303","23056","CHEMBL12980","","","","1-azabicyclo[2.2.2]octan-8-yl 2-hydroxy-2,2-di(phenyl)acetate","","6581-06-2","",""
"5081","4-1BB ligand","Human","Peptide","178101774","","","","P41273","ENSG00000125657","","","","",""
"5119","4,5,-IP<sub>2</sub>","","Metabolite","178101812","125004","CHEMBL21825","CHEBI:18156","","","{[(1R,2S,3R,4S,5S,6R)-2,3,4,5-tetrahydroxy-6-(phosphonooxy)cyclohexyl]oxy}phosphonic acid","","93060-87-8","",""
"5730","4,9-anhydro-tetrodotoxin","","Synthetic organic","178102356","73755148","","","","","","","","",""
"8841","4-acryloylphenol","","Synthetic organic","252827498","16036927","CHEMBL378577","","","","1-(4-hydroxyphenyl)prop-2-en-1-one","","","",""
"2500","4&alpha;-PDD","","Metabolite","53801079","452544","CHEMBL118987","","","","","","27536-56-7","",""
"4105","4&alpha;-PDH","","Synthetic organic","178100928","42638006","CHEMBL490470","","","","(1S,2S,6S,10S,11R,13S,14R,15R)-14-(hexanoyloxy)-1,6-dihydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-5-oxotetracyclo[8.5.0.0^{2,6}.0^{11,13}]pentadeca-3,8-dien-13-yl hexanoate","","","",""
"4702","4-AMBA","","Synthetic organic","178101414","65526","CHEMBL328875","","","","4-(aminomethyl)benzoic acid","","56-91-7","","22"
"6606","4-aminobutanal","","Metabolite","178103219","118","CHEMBL2261442","CHEBI:17769","","","4-aminobutanal","","4390-05-0","",""
"6258","4-APPES","","Synthetic organic","178102878","11281345","","","","","4-[4-(ethylsulfonyl-(pyridin-3-ylmethyl)amino)phenoxy]benzamide","","","",""
"7753","4-arylphthalazin-1(2H)-3,4-Di-F","","Synthetic organic","223366086","56835134","CHEMBL1934835","","","","N-[3-(1-{3-[4-(3,4-difluorophenyl)-1-oxo-1,2-dihydrophthalazin-2-yl]propyl}piperidin-4-yl)phenyl]acetamide","","","",""
"11309","4‐BCCA","","Synthetic organic","434321744","2060518","","","","","4-butylcyclohexane-1-carboxylic acid","","","",""
"3962","4BP-TQS","","Synthetic organic","178100788","2857838","","","","","4-(4-bromophenyl)-3H,3aH,4H,5H,9bH-cyclopenta[c]quinoline-8-sulfonamide","","360791-49-7","",""
"2161","4-Cl-cinnamoyl-c[DCys-4Pal-DTrp-Orn-Val-Cys]-His-amide","","Peptide","135651961","","","","","","","","","",""
"5500","4-CMTB","","Synthetic organic","178102146","4307629","CHEMBL610463","","","","2-(4-chlorophenyl)-3-methyl-N-(1,3-thiazol-2-yl)butanamide","","","",""
"307","4-DAMP","","Synthetic organic","135649797","1734","CHEMBL168067","","","","(1,1-dimethylpiperidin-1-ium-4-yl) 2,2-di(phenyl)acetate","","81405-11-0","",""
"4014","4-fluorobenzoyl-FGLRW-NH2","","Peptide","178100840","","","","","","","","","",""
"10727","4F-MT-45","","Synthetic organic","405067320","132990963","","","","","1-cyclohexyl-4-[1-(4-fluorophenyl)-2-phenylethyl]piperazine","","","",""
"6274","4-hydroxynonenal","","Metabolite","178102894","5283344","CHEMBL454280","","","","4-hydroxynon-2-enal","","75899-68-2","",""
"6635","4-hydroxyphenyl acetaldehyde","","Synthetic organic","178103248","440113","","CHEBI:15621","","","2-(4-hydroxyphenyl)acetaldehyde","","7339-87-9","",""
"6629","4-hydroxyphenylpyruvic acid","","Metabolite","178103242","979","CHEMBL607712","CHEBI:15999","","","3-(4-Hydroxyphenyl)-2-oxopropanoic acid","","156-39-8","",""
"2817","4-hydroxytamoxifen","","Synthetic organic","135649800","5284643","CHEMBL10041","","","","4-[(Z)-1-[4-(2-dimethylaminoethyloxy)phenyl]-1-phenylbut-1-en-2-yl] phenol","","68047-06-3","",""
"5801","4-(<i>n</i>-propyl)amino-3-nitrobenzoic acid","","Synthetic organic","178102426","11715556","CHEMBL236011","","","","3-nitro-4-propylaminobenzoic acid","","68740-31-8","",""
"1269","4-methylhistamine","","Synthetic organic","135649802","37463","CHEMBL275443","CHEBI:110414","","","2-(5-methyl-1H-imidazol-4-yl)ethanamine","","","",""
